Compiled_by,Database_ID,Species,Sex,Site,State,Country,Year,Diagnostic,Individuals,Indivs_positive,Collector_source,Orig_database,Disease_status,Accuracy,Latitude,Longitude,Dead_or_sick
RichardRetallick,1224,Litoria rheocola,not recorded,"K08, nr Kirrama, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-18.19889,145.83806,not noted
RichardRetallick,1225,Litoria rheocola,not recorded,"K08, nr Kirrama, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-18.19889,145.83806,not noted
RichardRetallick,1226,Litoria genimaculata,not recorded,"K10, nr Kirrama, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-18.21333,145.80694,not noted
RichardRetallick,1227,Litoria genimaculata,not recorded,"K10, nr Kirrama, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-18.21333,145.80694,not noted
RichardRetallick,1228,Litoria genimaculata,not recorded,"K10, nr Kirrama, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-18.21333,145.80694,not noted
RichardRetallick,1229,Litoria genimaculata,not recorded,"K10, nr Kirrama, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-18.21333,145.80694,not noted
RichardRetallick,1230,Litoria genimaculata,not recorded,"Nandroya Falls, Palmerston NP, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.59889,145.75639,not noted
RichardRetallick,1231,Litoria genimaculata,not recorded,"Nandroya Falls, Palmerston NP, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.59889,145.75639,not noted
RichardRetallick,1232,Litoria genimaculata,not recorded,"Nandroya Falls, Palmerston NP, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.59889,145.75639,not noted
RichardRetallick,1233,Litoria nannotis,not recorded,"Nandroya Falls, Palmerston NP, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.59889,145.75639,not noted
RichardRetallick,1234,Litoria nannotis,not recorded,"Nandroya Falls, Palmerston NP, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.59889,145.75639,not noted
RichardRetallick,1235,Litoria rheocola,not recorded,"Nandroya Falls, Palmerston NP, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.59889,145.75639,not noted
RichardRetallick,1236,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1237,Litoria genimaculata,not recorded,"Mosses Creek Middle, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.79028,145.29722,not noted
RichardRetallick,1238,Litoria rheocola,not recorded,"Mosses Creek Middle, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.79028,145.29722,not noted
RichardRetallick,1239,Litoria rheocola,not recorded,"Mosses Creek Middle, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.79028,145.29722,not noted
RichardRetallick,1240,Litoria rheocola,not recorded,"Mosses Creek Middle, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.79028,145.29722,not noted
RichardRetallick,1241,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1242,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1243,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1244,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1245,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1246,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1247,Litoria rheocola,not recorded,"Mosses Creek North, NQ",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.785,145.2925,not noted
RichardRetallick,1248,Litoria rheocola,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1249,Litoria rheocola,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1250,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1251,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1252,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1253,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1254,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1255,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1256,Nyctimystes dayi,not recorded,South Gap Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.80972,145.31667,not noted
RichardRetallick,1257,Litoria infrafrenata,not recorded,Lacey Creek,QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.85222,146.06333,not noted
RichardRetallick,1258,Litoria genimaculata,not recorded,"Majuba Ck, near Miriwinni, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.43,145.84389,not noted
RichardRetallick,1259,Litoria genimaculata,not recorded,"Majuba Ck, near Miriwinni, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.43,145.84389,not noted
RichardRetallick,1260,Litoria genimaculata,not recorded,"Majuba Ck, near Miriwinni, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.43,145.84389,not noted
RichardRetallick,1261,Litoria nannotis,not recorded,"Majuba Ck, near Miriwinni, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.43,145.84389,not noted
RichardRetallick,1262,Litoria rheocola,not recorded,"Majuba Ck, near Miriwinni, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.43,145.84389,not noted
RichardRetallick,1263,Mixophyes schevilli,not recorded,"Majuba Ck, near Miriwinni, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.43,145.84389,not noted
RichardRetallick,1264,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1265,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1266,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1267,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1268,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1269,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1270,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1271,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1272,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1273,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1274,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1275,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1276,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1277,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1278,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1279,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1280,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1281,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1282,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1283,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1284,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1285,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1286,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1287,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1288,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1289,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1290,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1291,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1292,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1293,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1294,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1295,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1296,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1297,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1298,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1299,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1300,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1301,Litoria genimaculata,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1302,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,no result,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1303,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1304,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1305,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1306,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1307,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1308,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1309,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1310,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1311,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1312,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,no result,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1313,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1314,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1315,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,no result,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1316,unknown,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,A. Freeman,D. Mendez,no result,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1317,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,no result,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1318,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1319,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1320,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1321,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1322,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1323,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1324,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1325,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1326,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1327,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1328,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1329,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1330,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1331,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,no result,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1332,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1333,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1334,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1335,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1336,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1337,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1338,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1339,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1340,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1341,Litoria genimaculata,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1342,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1343,Litoria nannotis,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1344,Litoria rheocola,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1345,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1346,Nyctimystes dayi,not recorded,"Tully - Intens Monit Site, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-17.77361,145.64472,not noted
RichardRetallick,1347,Litoria genimaculata,not recorded,"Windin Creek west, nr Butcher's Creek, NQ",QLD,Australia,2000,Histology,1,0,A. Freeman,D. Mendez,negative,acceptable,-17.37408,145.71797,not noted
RichardRetallick,1348,Litoria genimaculata,not recorded,"Windin Creek west, nr Butcher's Creek, NQ",QLD,Australia,2000,Histology,1,0,A. Freeman,D. Mendez,negative,acceptable,-17.37408,145.71797,not noted
RichardRetallick,1349,Litoria genimaculata,not recorded,"Windin Creek west, nr Butcher's Creek, NQ",QLD,Australia,2000,Histology,1,0,A. Freeman,D. Mendez,negative,acceptable,-17.37408,145.71797,not noted
RichardRetallick,1350,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1351,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1352,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1353,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1354,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,0,K. McDonald / A. Freeman,K. McDonald,negative,acceptable,-15.71389,145.27333,not noted
RichardRetallick,1355,Litoria genimaculata,not recorded,"Big Tableland IMS, Qld",QLD,Australia,2000,Histology,1,1,K. McDonald / A. Freeman,K. McDonald,positive,acceptable,-15.71389,145.27333,not noted
